100061 Q0 125523 1 19.071254320468846 None
100061 Q0 94771 2 18.0506719046908 None
100061 Q0 106714 3 18.023064276398042 None
100061 Q0 100740 4 17.934038265474666 None
100061 Q0 23728 5 17.82820153535193 None
100061 Q0 102806 6 17.771009039414814 None
100061 Q0 52992 7 17.743873972370714 None
100061 Q0 36772 8 17.647103368132278 None
100061 Q0 56811 9 17.297253518330283 None
100061 Q0 109315 10 17.216949292394883 None
100061 Q0 51725 11 16.788919694427054 None
100061 Q0 100953 12 16.720651832319035 None
100061 Q0 41599 13 16.622743151501602 None
100061 Q0 102556 14 16.61544948175931 None
100061 Q0 5334 15 16.431193847508606 None
100061 Q0 5911 16 16.427404083208977 None
100061 Q0 56767 17 16.363109961183948 None
100061 Q0 47564 18 16.24261439979301 None
100061 Q0 22709 19 16.242302811103965 None
100061 Q0 125291 20 16.231320352906927 None
100061 Q0 53262 21 16.140304724042274 None
100061 Q0 5091 22 16.056597991987008 None
100061 Q0 319 23 16.050715624338462 None
100061 Q0 28057 24 15.961389979276138 None
100061 Q0 107380 25 15.922241451429516 None
100061 Q0 101221 26 15.914950672816818 None
100061 Q0 94710 27 15.904921363873235 None
100061 Q0 52500 28 15.847985548476242 None
100061 Q0 86176 29 15.843390330500334 None
100061 Q0 70905 30 15.679403262598441 None
100061 Q0 32307 31 15.597614182893965 None
100061 Q0 56126 32 15.595838817334728 None
100061 Q0 48607 33 15.396491688574923 None
100061 Q0 24311 34 15.360675124319933 None
100061 Q0 8667 35 15.30250563077719 None
100061 Q0 25676 36 15.240548634550045 None
100061 Q0 53199 37 15.228285311628934 None
100061 Q0 27896 38 15.206309169553787 None
100061 Q0 47947 39 15.14549557967692 None
100061 Q0 23603 40 15.02805186998012 None
100061 Q0 117676 41 14.992012386096198 None
100061 Q0 79123 42 14.983268601801539 None
100061 Q0 107708 43 14.965686881548386 None
100061 Q0 1693 44 14.95899630496406 None
100061 Q0 103888 45 14.927282875464124 None
100061 Q0 107070 46 14.925060181665614 None
100061 Q0 95415 47 14.843005664590214 None
100061 Q0 21990 48 14.81582425429803 None
100061 Q0 64340 49 14.804042032406496 None
100061 Q0 115570 50 14.792470753816536 None
100061 Q0 56871 51 14.76290556807768 None
100061 Q0 109757 52 14.70495939921228 None
100061 Q0 126144 53 14.670970185741709 None
100061 Q0 30926 54 14.625157211807313 None
100061 Q0 104274 55 14.568558607991138 None
100061 Q0 109175 56 14.555616724638949 None
100061 Q0 115868 57 14.543047149415493 None
100061 Q0 117099 58 14.532469015682896 None
100061 Q0 2238 59 14.52339846828958 None
100061 Q0 107456 60 14.482921592509085 None
100061 Q0 101533 61 14.451987140465967 None
100061 Q0 98852 62 14.41203783401496 None
100061 Q0 99426 63 14.360488219906685 None
100061 Q0 52895 64 14.313899642004174 None
100061 Q0 40791 65 14.28575241391137 None
100061 Q0 21970 66 14.227518501088186 None
100061 Q0 72451 67 14.202828561132511 None
100061 Q0 18233 68 14.191711760572614 None
100061 Q0 111435 69 14.185479812397647 None
100061 Q0 60840 70 14.150203212951077 None
100061 Q0 26390 71 14.142964639210573 None
100061 Q0 44929 72 14.0126316697486 None
100061 Q0 56768 73 14.008103645722342 None
100061 Q0 63300 74 13.934147042631524 None
100061 Q0 24309 75 13.92151925014779 None
100061 Q0 89510 76 13.888986655163826 None
100061 Q0 43453 77 13.881436333707493 None
100061 Q0 104058 78 13.867481405212674 None
100061 Q0 121671 79 13.862233185559287 None
100061 Q0 69121 80 13.799555090781292 None
100061 Q0 112200 81 13.798395194990656 None
100061 Q0 2748 82 13.77700989143567 None
100061 Q0 115498 83 13.774747951705308 None
100061 Q0 99008 84 13.771558011982505 None
100061 Q0 8742 85 13.760092626858814 None
100061 Q0 96621 86 13.749299885411064 None
100061 Q0 51819 87 13.728458497146006 None
100061 Q0 1694 88 13.68879015066566 None
100061 Q0 90311 89 13.6745305140408 None
100061 Q0 87070 90 13.668739032827311 None
100061 Q0 27909 91 13.666791194330404 None
100061 Q0 114403 92 13.657761099334286 None
100061 Q0 22882 93 13.645956112035364 None
100061 Q0 18244 94 13.640821513681873 None
100061 Q0 54459 95 13.621354062225468 None
100061 Q0 87663 96 13.614994384873873 None
100061 Q0 120105 97 13.523871653547175 None
100061 Q0 77879 98 13.520588597132749 None
100061 Q0 114713 99 13.511865969110785 None
100061 Q0 106679 100 13.49064480378424 None
100320 Q0 112782 1 20.024855090107742 None
100320 Q0 37579 2 19.696779458542434 None
100320 Q0 38803 3 19.508638235935337 None
100320 Q0 114823 4 19.39689082434923 None
100320 Q0 36733 5 19.300752064170965 None
100320 Q0 50398 6 19.127060982588297 None
100320 Q0 53612 7 19.062864235092594 None
100320 Q0 74091 8 18.973963758369205 None
100320 Q0 102793 9 18.71159010064883 None
100320 Q0 70038 10 18.578324999866624 None
100320 Q0 29731 11 18.461407735508356 None
100320 Q0 44454 12 18.364376296015404 None
100320 Q0 8257 13 18.3383207755911 None
100320 Q0 119290 14 18.143774337894992 None
100320 Q0 8256 15 18.001874320417983 None
100320 Q0 101164 16 17.820652282083973 None
100320 Q0 101394 17 17.782777454041067 None
100320 Q0 49837 18 17.76878796349766 None
100320 Q0 5128 19 17.654183544935787 None
100320 Q0 74113 20 17.48573523414754 None
100320 Q0 101436 21 17.43079529055177 None
100320 Q0 54135 22 17.173940751165098 None
100320 Q0 123073 23 17.14843980272526 None
100320 Q0 115011 24 17.065381590898063 None
100320 Q0 104005 25 16.86164949136626 None
100320 Q0 74102 26 16.832097432487767 None
100320 Q0 98158 27 16.737078074925247 None
100320 Q0 37586 28 16.610329247740463 None
100320 Q0 111006 29 16.610310337031358 None
100320 Q0 115310 30 16.52674883569943 None
100320 Q0 98659 31 16.286619957922316 None
100320 Q0 22137 32 16.230733264377477 None
100320 Q0 29753 33 16.166165903832965 None
100320 Q0 111029 34 16.129460009690607 None
100320 Q0 72438 35 16.11088376339022 None
100320 Q0 22122 36 16.05201197634377 None
100320 Q0 78164 37 16.0399821845998 None
100320 Q0 111016 38 16.009485395883743 None
100320 Q0 38759 39 15.984741673352293 None
100320 Q0 61603 40 15.901012946376005 None
100320 Q0 33280 41 15.89932595633827 None
